135706003,176310064
135706003,176310183
135706003,179351026
135706003,208860237
135706003,220300105
135706003,222036272
135706003,222036307
135706003,248462722
135706003,264749617
135706003,286694849
135706003,308857247
135706003,309821295
135706003,164918591
135706003,349463202
135706003,249203938
135706003,252281955
135706003,381136397
176310064,179351026
176310064,208860237
176310064,220300105
176310064,222036267
176310064,222036272
176310064,222036307
176310064,222036332
176310064,264749617
176310064,286694849
176310064,308857247
176310064,309821295
176310064,347460095
176310064,349463202
176310064,155327601
176310064,381136397
176310183,179351026
176310183,208860237
176310183,220300105
176310183,222036267
176310183,222036272
176310183,222036307
176310183,222036332
176310183,248462722
176310183,264749617
176310183,286694849
176310183,308857247
176310183,347460095
176310183,349463202
176310183,173030548
176310183,197180363
176310183,378291800
176310183,381136390
176310183,333142770
179351026,208860237
179351026,220300105
179351026,222036267
179351026,222036272
179351026,222036307
179351026,222036332
179351026,248462722
179351026,264749617
179351026,286694849
179351026,287081556
179351026,347460095
179351026,349463202
179351026,249203938
179351026,381136400
208860237,220300105
208860237,222036272
208860237,222036307
208860237,248462722
208860237,264749617
208860237,287081556
208860237,309821295
208860237,347460095
208860237,164918591
208860237,349463202
208860237,244395499
208860237,252281950
208860237,378291790
208860237,381136400
208860237,155327601
220300105,222036267
220300105,222036272
220300105,222036307
220300105,222036332
220300105,248462722
220300105,264749617
220300105,287081556
220300105,308857247
220300105,309821295
220300105,347460095
220300105,173030548
222036267,222036307
222036267,222036332
222036267,248462722
222036267,264749617
222036267,286694849
222036267,287081556
222036267,309821295
222036267,347460095
222036267,173030548
222036267,252281955
222036272,222036307
222036272,222036332
222036272,248462722
222036272,287081556
222036272,309821295
222036272,347460095
222036272,164918591
222036272,197180363
222036272,249203935
222036307,222036332
222036307,248462722
222036307,264749617
222036307,286694849
222036307,287081556
222036307,308857247
222036307,347460095
222036307,164918591
222036307,349463202
222036307,173030548
222036307,249203938
222036307,378291790
222036307,378291800
222036307,261920816
222036332,248462722
222036332,286694849
222036332,308857247
222036332,347460095
222036332,349463202
222036332,378291790
222036332,155327601
222036332,252281955
222036332,261920816
248462722,264749617
248462722,286694849
248462722,308857247
248462722,309821295
248462722,155327601
248462722,261920816
264749617,286694849
264749617,287081556
264749617,309821295
264749617,347460095
264749617,164918591
264749617,173030548
264749617,197180363
264749617,155327601
286694849,287081556
286694849,308857247
286694849,309821295
286694849,252281950
286694849,378291800
286694849,249203935
287081556,308857247
287081556,309821295
287081556,349463202
287081556,252281950
287081556,381136396
308857247,309821295
308857247,197180363
308857247,252281955
308857247,299495199
308857247,381136396
309821295,347460095
309821295,349463202
309821295,173030548
309821295,252281950
347460095,173030548
347460095,249203938
347460095,252281950
347460095,378291800
347460095,381136400
347460095,381136397
164918591,349463202
164918591,378291790
164918591,299495199
164918591,381136397
164918591,292793252
349463202,173030548
349463202,378291790
349463202,378291800
349463202,305533607
173030548,197180363
173030548,244395499
173030548,252281950
173030548,378291800
173030548,381136400
173030548,155327601
173030548,249203935
173030548,299495199
173030548,305533607
197180363,244395499
197180363,249203938
197180363,252281950
197180363,378291790
197180363,378291800
197180363,381136400
197180363,249203935
197180363,252281955
197180363,299495199
197180363,381136397
197180363,292793252
197180363,381136390
197180363,381136396
244395499,252281950
244395499,378291790
244395499,378291800
244395499,252281955
244395499,299495199
244395499,381136397
244395499,305533607
244395499,397913132
249203938,378291790
249203938,378291800
249203938,381136400
249203938,299495199
249203938,381136397
249203938,292793252
252281950,378291790
252281950,378291800
252281950,381136400
252281950,155327601
252281950,261920816
252281950,381136397
252281950,292793252
252281950,381136396
252281950,381136395
378291790,381136400
378291790,155327601
378291790,261920816
378291790,381136396
378291800,381136400
378291800,155327601
378291800,249203935
378291800,261920816
378291800,299495199
378291800,381136397
378291800,292793252
378291800,381136390
381136400,299495199
381136400,381136390
155327601,249203935
155327601,299495199
155327601,381136397
155327601,292793252
155327601,305533607
249203935,252281955
249203935,261920816
249203935,381136397
249203935,333142770
249203935,381136395
252281955,261920816
252281955,381136397
252281955,381136390
261920816,299495199
261920816,381136397
261920816,292793252
261920816,305533607
261920816,381136396
261920816,333142770
299495199,381136397
299495199,292793252
299495199,381136396
381136397,292793252
381136397,305533607
292793252,305533607
292793252,333142770
381136390,381136396
381136390,333142770
381136390,381136395
381136396,333142770
381136396,397913132
381136396,397913144
333142770,381136395
333142770,397913132
333142770,397913144
381136395,397913132
381136395,397913144
397913132,397913144
131226765,131836462
131226765,169483419
131226765,176310057
131226765,176310232
131226765,176310246
131226765,176310253
131226765,176310267
131226765,176310309
131226765,185713563
131226765,195289707
131226765,195289725
131226765,195289737
131226765,195289749
131226765,195289803
131226765,195289821
131226765,195289827
131226765,197720243
131226765,197720255
131226765,201398766
131226765,201398778
131226765,205544765
131226765,237418731
131226765,237418736
131226765,243476821
131226765,243476871
131226765,257328897
131226765,265441631
131226765,265441634
131226765,265441637
131226765,278033324
131226765,278033328
131226765,282886205
131226765,292929109
131226765,316054080
131226765,316054083
131226765,316094884
131226765,316094892
131226765,318127160
131226765,318127166
131226765,318127168
131226765,336644164
131226765,346426449
131226765,346426457
131226765,346821406
131226765,351582211
131226765,357609294
131226765,357609299
131226765,357609324
131226765,357609344
131226765,363680786
131226765,363680792
131226765,377773239
131226765,377773243
131226765,387946091
131226765,391151501
131226765,391151513
131226765,391812362
131226765,391812365
131226765,393395788
131226765,402236794
131226765,402236812
131226765,407679047
131226765,407679051
131226765,407679059
131226765,417513259
131226765,417513269
131836462,149479829
131836462,169483419
131836462,176310036
131836462,176310057
131836462,176310071
131836462,176310092
131836462,176310232
131836462,176310246
131836462,176310267
131836462,185713563
131836462,185713571
131836462,195289707
131836462,195289719
131836462,195289725
131836462,195289737
131836462,195289749
131836462,195289827
131836462,197720243
131836462,197720255
131836462,201398766
131836462,201398770
131836462,201398778
131836462,203379257
131836462,205544765
131836462,205544781
131836462,205574463
131836462,205950678
131836462,235938862
131836462,237372526
131836462,237418726
131836462,237418746
131836462,238434015
131836462,243476816
131836462,243476871
131836462,257328897
131836462,265441634
131836462,278033336
131836462,282886205
131836462,316054080
131836462,316054083
131836462,316094884
131836462,316094892
131836462,317345052
131836462,317345056
131836462,318127164
131836462,318127166
131836462,318127168
131836462,318127170
131836462,336644144
131836462,336644164
131836462,336644189
131836462,346426449
131836462,346426465
131836462,346821406
131836462,351582231
131836462,351582235
131836462,354053644
131836462,357609294
131836462,357609304
131836462,357609339
131836462,357609359
131836462,357609364
131836462,363680792
131836462,368150126
131836462,387946091
131836462,391151493
131836462,391151501
131836462,391151513
131836462,391812365
131836462,391812368
131836462,393395788
131836462,393395816
131836462,402236794
131836462,402236812
131836462,407679051
131836462,407679059
131836462,407679071
131836462,417513259
149479829,176310036
149479829,176310057
149479829,176310071
149479829,176310092
149479829,176310246
149479829,176310260
149479829,176310316
149479829,185713571
149479829,195289707
149479829,195289719
149479829,195289725
149479829,195289749
149479829,195289821
149479829,195289827
149479829,197720243
149479829,201398766
149479829,201398770
149479829,201398778
149479829,203379257
149479829,205574457
149479829,205574463
149479829,205950672
149479829,205950684
149479829,235938862
